Zona,Immuebla,Edificio,Uso,Calle,Calle2,Colonia,Delegación/Colonia,Año estimado de construcción,Número de pisos:,Sistema estructural,Periodo estimado de la estructura (Te),Periodo estimado del suelo (Ts),amax Estructura,amax Suelo,Cociente Te/Ts,Daño,Daño en Estructuras,Observaciones,Agravante de los daños,MM,Geometry
17M,17M|IZTAP_05,Vivienda unifamiliar,Casa habitación,Antonio Garcés 45,Av. Exploradores Ejercito de Ote. y Av. Fuerte de Loreto,Ejercito de Oriente Zona Peñón,Iztapalapa,1985,3,Muros de mampostería confinada,0.237,0.5,82.37078,142.7488,0.474,Graves,"Grietas grandes en muros, trabes o columnas",Grietas importantes en muros de mampostería,Ninguno apreciable,9239,"POLYGON((-99.0301851348107 19.3678515918581, -99.0302308414884 19.367809556581, -99.030289900463 19.3678658693908, -99.0302449461876 19.3679083112488, -99.0302172405769 19.3678800329394, -99.0302075164627 19.3678714229186))"
17M,17M|IZTAP_50,Casa,Casa habitación,"Agustín Botello Mz 45 
Lt 36",Av. Exploradores Ejercito de Ote y Pantaleón García,"Ejercito de Oriente Zona Peñón
4ta Sección",Iztapalapa,1986,3,Muros de mampostería confinada,0.237,0.5,82.37078,142.7488,0.474,Menores,Grietas en acabados y elementos no estructurales,Grietas verticales en muro,"Irregularidad vertical
Autoconstrucción / Ampliaciones",9239,"POLYGON((-99.0306447319514 19.367977824088, -99.0306840287834 19.3679408838836, -99.0307431069107 19.3679972595941, -99.0307044672289 19.3680374883153, -99.0306900667616 19.36802236449))"
17M,17M|IZTAP_64,Parroquia de San Pedro Apóstol,Iglesia,"Sur 25 Mz 44
Lt  467",Calle 16 y Calle 14,Leyes de Reforma 2da Sección,Iztapalapa,1996,2,Muros de mampostería confinada,0.158,3.280117,53.84817,75.78807,0.04816901,Menores,Estructuras antiguas,Agrietamiento vertical y horizontal de muros y de algunas columnas de la casa parroquial,Irregularidad vertical,9310,"POLYGON((-99.0674416030258 19.3682481457381, -99.067474611855 19.3680738661603, -99.0678478132484 19.3681376039472, -99.0678144429555 19.3683119831335, -99.0676255420395 19.3682796408674, -99.0675228965529 19.3682620634657))"
17M,17M|IZTAP_29,UH Concordia Zaragoza,Edificio de departamentos,Calz. Ignacio Zaragoza 2980,Pinos y Oyameles,Santa Martha Acatitla,Iztapalapa,1998,5,Muros de mampostería confinada,0.395,1.61276,84.60999,130.1545,0.2449217,Graves,"Grietas grandes en muros, trabes o columnas",Grietas en muros de carga,Irregularidad en planta,9140,"POLYGON((-99.0084334557792 19.368427184033, -99.008853085824 19.3681457919787, -99.0088854124401 19.3681326697384, -99.008919195912 19.3681227641371, -99.008953912389 19.3681162648182, -99.0089939715935 19.3681131092678, -99.0100470785324 19.3689042954182, -99.0097090113983 19.3693876208007))"
17M,17M|IZTAP_30,UH Emiliano Carranza,Edificio de departamentos,Av. Emiliano Carranza 400,Censos y Retoño,El Retoño,Iztapalapa,1979,5,Muros de mampostería confinada,0.395,2.129295,102.5914,127.838,0.1855074,Graves,"Grietas grandes en muros, trabes o columnas",Grandes grietas en los muros del primer nivel,Planta baja débil,9440,"POLYGON((-99.1255932230176 19.3713424696563, -99.1256148132231 19.3712318239625, -99.1257371517995 19.3706130604399, -99.1262540288604 19.3706905394521, -99.126152251441 19.3714518501734))"
17M,17M|IZTAP_27,ELAESI,Escuela,Calz de la Viga 1337,Playa Pie de La Cuesta y Porto Alegre,El Retoño,Iztapalapa,1987,7,Marcos de concreto,0.8699596,2.579522,103.6201,217.4335,0.3372561,Intermedio,"Grietas pequeñas en muros, trabes o columnas",Grietas por tensión diagonal en muros,"Golpeteo
Irregularidad vertical",9440,"POLYGON((-99.1227073008999 19.3750705777419, -99.1230877083365 19.3751346159341, -99.1230555151923 19.375285372834, -99.1227111636916 19.3752184786322))"
17M,17M|IZTAP_65,Cristo Rey,Iglesia,Av. Guerra de Reforma 0,Esq. Batalla Paso de las ovejas,Leyes de Reforma 3da Sección,Iztapalapa,1996,2,Muros de mampostería confinada,0.158,3.830752,47.17971,63.39396,0.04124516,Menores,Estructuras antiguas,Colapso parcial de la barda perimetral de la parroquia,Irregularidad vertical,9310,"POLYGON((-99.0690604455843 19.3763889190261, -99.0691298891121 19.3760288434388, -99.0691565474589 19.3758906257735, -99.0691934856632 19.3758678375596, -99.0698977928798 19.3759868944476, -99.0698018229553 19.3765150716273))"
17M,17M|IZTAP_60,Parroquia de San Lorenzo Diácono y Mártir,Iglesia,Zacani 68,Esq. Álamos,San Lorenzo Xicoténcatl,Iztapalapa,1998,2,Muros de mampostería confinada,0.158,1.413316,78.20639,94.0509,0.1117938,Menores,Estructuras antiguas,"Desprendimiento de acabados, agrietamiento en columnas y castillos además de en muros de mampostería de la parte baja.",Ninguno apreciable,9130,"POLYGON((-99.0266012972439 19.3833110339945, -99.0268513377579 19.3829287556881, -99.0270887364789 19.3830673395912, -99.0270742478797 19.383090023724, -99.0268435822982 19.3834512441938))"
17M,17M|IZTAP_61,Parroquia Nuestra Señora de Guadalupe,Iglesia,Lic. Eustaquio Buelna 417,General Juan Enríquez,Juan Escutia,Iztapalapa,1960,2,Muros de mampostería confinada,0.158,3.258918,78.20639,94.0509,0.04848235,Menores,Estructuras antiguas,"Múltiple agrietamiento en muros de mampostería. Agrietamiento en columnas y trabes, desprendimiento de losetas. Daño en imágenes religiosas","Irregularidad vertical
Irregularidad en planta",9120,"POLYGON((-99.0327789184664 19.3868264234588, -99.0329596371131 19.3865432080396, -99.0330440166714 19.3865907756525, -99.0330571904286 19.3865711537947, -99.0332734683184 19.3866976604686, -99.0331023422415 19.3869634044191, -99.0331179342558 19.3869718321036, -99.0330906245286 19.3870139034033, -99.0330193700389 19.3869714213396, -99.0329430293269 19.3869267713598))"
17M,17M|IZTAP_87,Edificio,Edificio de departamentos,José Arrese 74,Miguel Hidalgo y Mina,Tepalcates,Iztapalapa,1980,4,Marcos de concreto con muros de mampostería,0.4060306,4.407215,48.86497,67.79225,0.09212861,Menores,Grietas en acabados y elementos no estructurales,"Agrietamiento en acabados de recubrimiento en muros de mampostería, agrietamiento en columna de concreto",Irregularidad en planta,9210,"POLYGON((-99.0502286243825 19.3892269254378, -99.0502434058519 19.3892021347852, -99.050233318961 19.389196726116, -99.0502469765771 19.3891738327031, -99.0502387660964 19.3891694263062, -99.0502728148735 19.3891123824816, -99.0502830922595 19.3891178995048, -99.0503111789019 19.3890708749166, -99.0503739862017 19.3891046090821, -99.0503585857022 19.3891303935632, -99.0503638148826 19.389133210765, -99.0503525383223 19.3891520928806, -99.0503583675728 19.3891552261117, -99.0503174519123 19.3892236805463, -99.0503061458303 19.3892176036992, -99.0502831164612 19.3892561358415, -99.0502360919209 19.3892309255037))"
17M,17M|IZTAP_10,Clínica 25 IMSS,Hospital,Calz. Ignacio Zaragoza 1840,Gral. Juna Manuel Torrea y Gral. Francisco Leyva,Juan Escutia,Iztapalapa,1970,7,Marcos de concreto,0.8699596,4.508643,81.94096,393.3875,0.1929538,Intermedio,"Grietas pequeñas en muros, trabes o columnas","Presenta grietas en muros, losas y columnas","Edificio alargado
Presencia de apéndices",9100,"POLYGON((-99.0390108181578 19.3886136917791, -99.0392337828978 19.3882689573148, -99.0395312706353 19.387809018507, -99.0395479672937 19.3878452410268, -99.0406803066828 19.3884817492462, -99.0401625049769 19.3892731191266))"
17M,17M|IZTAP_76,Casa,Casa habitación,"Pintapan Mza 1
Lt 7",Av. Piraña,Cendalliotli,Iztapalapa,1996,2,Muros de mampostería confinada,0.158,2.359944,84.43071,105.2421,0.06695075,Graves,"Grietas grandes en muros, trabes o columnas","Colapso de muros de la fachada en la planta, hundimiento severo del terreno","Irregularidad en planta
Hundimientos
Autoconstrucción / Ampliaciones",9969,"POLYGON((-99.0632050367401 19.2913338530646, -99.0632186475528 19.2913312008421, -99.0632603937149 19.2913230540947, -99.0632857771701 19.2914444798036, -99.0632306961295 19.2914551069848))"
17M,17M|IZTAP_31,Casa,Casa habitación,Molino Arrocero Mz 2 Lt 2 0,El Molino y Derechos Democráticos,La Planta,Iztapalapa,1990,2,Muros de mampostería confinada,0.158,2.376894,84.43071,105.2421,0.06647329,Graves,"Grietas grandes en muros, trabes o columnas",Edificio desplomado y grietas graves en muros,"Daños previos
Autoconstrucción / Ampliaciones",9960,"POLYGON((-99.0644416445484 19.2929611209101, -99.0644864836293 19.2929081539305, -99.0645437097725 19.2928405326507, -99.0645969780102 19.2928834459062, -99.0644935799128 19.2930035194521))"
17M,17M|IZTAP_23,UH San Lorenzo 12,Casa habitación,Molino 37,Derechos Democráticos y Nube,La Planta,Iztapalapa,1992,3,Muros de mampostería confinada,0.237,2.507745,84.43071,115.6477,0.09450723,Graves,"Grietas grandes en muros, trabes o columnas",Grietas por cortante en muros,Autoconstrucción / Ampliaciones,9960,"POLYGON((-99.062688786953 19.2924282298888, -99.0632950176671 19.2922953885959, -99.064440280429 19.2932377777832, -99.0641583624234 19.293569799979))"
17M,17M|IZTAP_22,Vivienda unifamiliar,Casa habitación,Andador 1 46,El Molino y Av. Piraña,La Planta,Iztapalapa,1985,1,Muros de mampostería confinada,0.079,2.081052,109.3258,112.8772,0.03796157,Graves,"Grietas grandes en muros, trabes o columnas",Grietas por cortante en los muros,Autoconstrucción / Ampliaciones,9960,"POLYGON((-99.0621147444219 19.2937359212513, -99.0621400245704 19.2937085921803, -99.0621881395943 19.2936565557433, -99.0622467983111 19.2937063280616, -99.0621742316249 19.2937864434943))"
17M,17M|IZTAP_44,UH El Molino,Casa habitación,EL Molino 25,Esq. Andador Unión,La Planta,Iztapalapa,1998,3,Muros de mampostería confinada,0.237,2.456316,84.43071,115.6477,0.09648596,Intermedio,"Grietas pequeñas en muros, trabes o columnas",Asentamiento del terreno,Ninguno apreciable,9960,"POLYGON((-99.0646542763433 19.2931803361533, -99.064958752904 19.29282813347, -99.0650293418806 19.2928836579522, -99.0658336952712 19.2935163681708, -99.0654859549176 19.2938255297337))"
17M,17M|IZTAP_26,Colegio Cipreses,Escuela,Aztecas 16,Benito Juárez y Jacarandas,EL Molino Tezonco,Iztapalapa,2000,4,Marcos de concreto con muros de mampostería,0.4060306,2.301361,91.10928,134.3341,0.1764306,Intermedio,"Grietas pequeñas en muros, trabes o columnas","Grandes grietas por cortante en muros y en juntas, grietas en vigas y desprendimiento de acabados",Irregularidad en planta,9960,"POLYGON((-99.0677460892683 19.2997947349227, -99.0677833636428 19.2997876998111, -99.0678433300747 19.2997763910844, -99.0678886504626 19.2999805655177, -99.0677921424372 19.2999987012819))"
17M,17M|IZTAP_73,Edificio,Edificio de departamentos,Siracusa 121,Esq. Macedonia,Lomas Estrella,Iztapalapa,1980,5,Marcos de concreto con muros de mampostería,0.48,1.967805,87.91189,136.8801,0.2439266,Intermedio,"Grietas pequeñas en muros, trabes o columnas",Desprendimiento de acabados de muros,"Efecto de esquina
Golpeteo
Planta baja débil",9890,"POLYGON((-99.0937868253714 19.3148461430571, -99.0938391819399 19.3145798918174, -99.0939750426501 19.3146046892467, -99.0939837085423 19.3146086705721, -99.0939932060015 19.3146182003427, -99.0939982685625 19.3146304072086, -99.0939498793641 19.3148758258246))"
17M,17M|IZTAP_72,Edificio,Edificio de departamentos,Siracusa 113,Esq. Ruta 1,Lomas Estrella,Iztapalapa,1980,5,Marcos de concreto con muros de mampostería,0.48,1.913451,87.91189,136.8801,0.2508557,Intermedio,"Grietas pequeñas en muros, trabes o columnas",Desprendimiento de acabados y agrietamiento de muros,"Golpeteo
Planta baja débil",9890,"POLYGON((-99.0937390840183 19.3151092289021, -99.093781150698 19.3148774053566, -99.0937868253714 19.3148461430571, -99.0939498793641 19.3148758258246, -99.0939032174763 19.3151125587181, -99.0938975847314 19.3151181734572, -99.0938858978868 19.3151252550679, -99.0938678022956 19.3151297640974, -99.0938588246347 19.3151298767673))"
17M,17M|IZTAP_03,Edificio,Edificio de departamentos,Paseo de las Galias 47,Nimes y Tláhuac,Lomas Estrella,Iztapalapa,1967,5,Muros de mampostería confinada,0.395,0.9726406,87.89303,233.1293,0.406111,Colapso total,Colapso de la planta baja o de toda la estructura,Colapso de la planta baja,Planta baja débil,9890,"POLYGON((-99.0973464196081 19.3208122578268, -99.0973513356772 19.3207862018208, -99.0973715056047 19.3206837668542, -99.0977045268483 19.320735307351, -99.0976649530622 19.3208681972469))"
17M,17M|IZTAP_86,Edificio,Edificio de departamentos,Paseo de las Galias 31,Av. Tláhuac y Cartago,Lomas Estrella,Iztapalapa,1975,5,Marcos de concreto,0.6426638,0.9082693,87.89303,324.192,0.7075697,Colapso total,Colapso de la planta baja o de toda la estructura,Colapso de la planta baja del edificio trasero,"Planta baja débil
Irregularidad en planta",9890,"POLYGON((-99.0972398032834 19.3213464759889, -99.0972451574182 19.3213204921189, -99.0972672100437 19.3212136012168, -99.0975491453853 19.3212683923942, -99.0975139094923 19.3213959662055))"
17M,17M|IZTAP_85,Edificio,Edificio de departamentos,Paseo de las Galias 27,Av. Tláhuac y Cartago,Lomas Estrella,Iztapalapa,1975,5,Marcos de concreto,0.6426638,0.9082693,87.89303,324.192,0.7075697,Colapso total,Colapso de la planta baja o de toda la estructura,Colapso de la planta baja del edificio trasero,"Planta baja débil
Irregularidad en planta",9890,"POLYGON((-99.0972123584535 19.32147951338, -99.0972175797146 19.3214541983223, -99.0972398032834 19.3213464759889, -99.0975139094923 19.3213959662055, -99.0974783031637 19.3215251487148))"
17M,17M|IZTAP_25,CECYT 7,Escuela,Ermita 3241,Lázaro Cárdenas y Jalisco,Ojito de agua,Iztapalapa,1963,2,Marcos de concreto con muros de mampostería,0.2414272,0.6329477,76.88319,114.1526,0.3814331,Intermedio,"Grietas pequeñas en muros, trabes o columnas","Desprendimiento de acabados y lámparas, presencia de grietas por cortante en gran número de muros",Ninguno apreciable,9500,"POLYGON((-99.0263982661871 19.3449184190608, -99.0265125095526 19.3448863332621, -99.0266802508041 19.3454252319944, -99.0265588663138 19.3454680213475))"
17M,17M|IZTAP_80,UH Plutarco Elías Calles,Edificio de departamentos,Plutarco Elías Calles 62,Esteban Coronado y Antonio Díaz Soto y Gama,Progresista,Iztapalapa,1988,4,Marcos de concreto con muros de mampostería,0.4060306,1.218183,61.49085,96.34812,0.3333082,Menores,Grietas en acabados y elementos no estructurales,Agrietamiento en acabados de recubrimiento de mortero,Ninguno apreciable,9240,"POLYGON((-99.0657862323396 19.3530510342317, -99.0658314420988 19.3528035702871, -99.0661050801144 19.3528582978903, -99.0660479730503 19.3531105207569))"
17M,17M|IZTAP_81,FES Zaragoza Edificio A-5,Escuela,Batalla 5 de Mayo S/N,Fuerte de Loreto y Quetzal,Ejercito de oriente,Iztapalapa,1979,3,Marcos de concreto,0.4058074,0.6203817,83.4095,122.7474,0.6541255,Intermedio,"Grietas pequeñas en muros, trabes o columnas","Agrietamiento en unión entre puente peatonal de unión y el edificio, una trabe, además de los muros divisorios de mampostería y pisos exteriores. Presenta desprendimiento de recubrimientos.",Edificio alargado,9230,"POLYGON((-99.0348733222879 19.3719723197671, -99.0349399471961 19.3718752377579, -99.0354101286908 19.37220645873, -99.0353320823698 19.3722978300327))"
17M,17M|IZTAP_82,Ess. Sec. 182 Alexis Carrell,Escuela,Lic. Luis Cabrera 0,Manlio Fabio Altamirano y Lic. Gilberto Valenzuela,Jacarandas,Iztapalapa,1970,1,Muros de mampostería confinada,0.079,2.052788,82.52639,94.49525,0.03848424,Menores,Grietas en acabados y elementos no estructurales,"Colapso de la parte superior de la barda, al parecer tuvo una incremento en altura",Autoconstrucción / Ampliaciones,9280,"POLYGON((-99.0511519718169 19.3466294326645, -99.0513395275495 19.346633166313, -99.0513347380577 19.3468162814117, -99.0511540236957 19.3468116951605))"
17M,17M|IZTAP_75,Universidad Autónoma Metropolitana Iztapalapa,Escuela,San Rafael Atlixco 186,Esq. Michoacán,Leyes de Reforma primera sección,Iztapalapa,1976,4,Marcos de concreto,0.5257325,2.204309,79.30908,149.3118,0.2385022,Menores,Grietas en acabados y elementos no estructurales,"Desprendimiento de acabados de recubrimiento en muros divisorios de mampostería, desprendimiento completo de un muro divisorio de cristal. Agrietamiento en muro de mural en sección de escaleras",Edificio alargado,9310,"POLYGON((-99.0725412085799 19.3602047601592, -99.0726601816301 19.359865686966, -99.0732490982291 19.3600441465413, -99.0731360738313 19.3603861940611))"
17M,17M|IZTAP_89,"Escuela Secundaria Diurna 249 ""México Tenochtitlan""",Escuela,Villa Eloísa S/N,Esq. Manuel Cañas,Desarrollo Urbano Quetzalcóatl,Iztapalapa,1978,3,Marcos de concreto con muros de mampostería,0.3272312,0.5428303,69.18992,117.2766,0.602824,Menores,Grietas en acabados y elementos no estructurales,Agrietamiento por cortante en muro perimetral de mampostería confinada. Separación en junta constructiva de dos edificios,Edificio alargado,9700,"POLYGON((-99.0439388948305 19.3281214864865, -99.0440473982523 19.3277160263312, -99.0441578052429 19.3277426762943, -99.0440435911147 19.3281481364497))"
17M,17M|TALPN_30,Colegio Lestonnac,Escuela,Av. Cafetales 140,Ingenio Zacatepec y Cañaverales,Riconada Coapa 2da Sección,Tlalpan,1992,3,Muros de mampostería confinada,0.237,1.671229,101.7079,160.2818,0.1418118,Intermedio,"Grietas pequeñas en muros, trabes o columnas","Golpeteo con edificio vecino, daño en columna","Golpeteo
Edificio alargado",14325,"POLYGON((-99.1140021048219 19.2955446992707, -99.1140287050162 19.2954003024645, -99.1143741710494 19.2954629977329, -99.1143543119111 19.2955951114661, -99.1143482853361 19.295594255051, -99.1143285204467 19.2955914333572))"
17M,17M|TALPN_11,Hospital Tlalpan,Hospital,El bordo 20,Emiliano Zapata y Acoxpa,Villa Lázaro Cárdenas,Tlalpan,1971,6,Marcos de concreto,0.7572634,0.7165215,168.3449,390.3649,1.056861,Menores,Grietas en acabados y elementos no estructurales,"Desprendimiento de acabados en fachada principal, agrietamiento por cortante en algunos muros","Irregularidad vertical
Presencia de apéndices",14370,"POLYGON((-99.1428008096097 19.2988720059394, -99.1428892076543 19.2986648486487, -99.1429084607062 19.2986181912586, -99.1431299368578 19.2987058758939, -99.1430221033359 19.2989575400881))"
17M,17M|COY_14,Edificio,Comercio,Av. Canal de Miramontes 3138,Estacionamiento Galerías Coapa y Siena,Ex Hacienda Coapa,Coyoacán,1983,4,Muros de mampostería confinada,0.316,1.108011,158.0791,359.8598,0.2851958,Menores,Grietas en acabados y elementos no estructurales,Algunas grietas menores en muros de mampostería,"Planta baja débil
Presencia de apéndices
Autoconstrucción / Ampliaciones",14300,"POLYGON((-99.1243891550274 19.3012166150196, -99.1244298834677 19.3012166104646, -99.1245061517346 19.3012166121273, -99.1245101122383 19.301216610806, -99.1245625318101 19.3012166113927, -99.1246485300072 19.3012166007838, -99.1246398679452 19.3013139476208, -99.1243917469022 19.301315178016, -99.124389410358 19.3012264107747))"
